species	canonical_region_id	anchor_id	reference_start	reference_end	dominant_query_chrom	dominant_query_start	dominant_query_end	orientation	coverage_fraction	n_raw_blocks	ambiguous	missing
Turaco	CR_11	CR_11_A002	51897871	51997871	pri.chr5	8806532	9081346	+	1	1	false	false
Cuckoo	CR_11	CR_11_A002	51897871	51997871	pri.CM030640.1	71687427	71849790	+	1	1	false	false
Stork	CR_11	CR_11_A003	51997871	52097871	pri.CM030196.1	76216286	76351886	+	0.68354	5	false	false
Flamingo	CR_11	CR_11_A003	51997871	52097871	pri.chr4	76260705	76399817	+	0.58077	4	false	false
Dove	CR_11	CR_11_A003	51997871	52097871	1.LR594554.2	14977309	15078864	-	0.60759	6	false	false
Sandgrouse	CR_11	CR_11_A003	51997871	52097871	pri.chr15	10365754	10492550	+	0.75246	6	false	false
Turaco	CR_11	CR_11_A003	51997871	52097871	pri.chr5	8707235	9081346	+	0.75047	2	false	false
Cuckoo	CR_11	CR_11_A003	51997871	52097871	pri.CM030640.1	71687427	71943713	+	0.75056	2	false	false
Stork	CR_11	CR_11_A004	52097871	52197871	pri.CM030196.1	76315119	76447601	+	0.71958	8	false	false
Flamingo	CR_11	CR_11_A004	52097871	52197871	pri.chr4	76362443	76491629	+	0.64937	7	false	false
Dove	CR_11	CR_11_A004	52097871	52197871	1.LR594554.2	14880601	14987285	-	0.63922	8	false	false
Sandgrouse	CR_11	CR_11_A004	52097871	52197871	pri.chr15	10456136	10691074	+	0.82476	2	false	false
Turaco	CR_11	CR_11_A004	52097871	52197871	pri.chr5	8628187	8782065	+	0.81666	7	false	false
Cuckoo	CR_11	CR_11_A004	52097871	52197871	pri.CM030640.1	71871986	72018713	+	0.78243	7	false	false
Stork	CR_11	CR_11_A005	52197871	52297871	pri.CM030196.1	76441281	76551700	+	0.48593	6	false	false
Flamingo	CR_11	CR_11_A005	52197871	52297871	pri.chr4	76486017	76607220	+	0.62945	9	false	false
Dove	CR_11	CR_11_A005	52197871	52297871	1.LR594554.2	14761043	14872044	-	0.54491	7	false	false
Sandgrouse	CR_11	CR_11_A005	52197871	52297871	pri.chr15	10512302	10764049	+	0.97536	2	false	false
Turaco	CR_11	CR_11_A005	52197871	52297871	pri.chr5	8514637	8634030	+	0.54149	7	false	false
Cuckoo	CR_11	CR_11_A005	52197871	52297871	pri.CM030640.1	72012817	72130262	+	0.58927	8	false	false
Stork	CR_11	CR_11_A006	52297871	52397871	pri.CM030196.1	76571457	76870904	+	0.63971	5	false	false
Flamingo	CR_11	CR_11_A006	52297871	52397871	pri.chr4	76601475	76916867	+	0.61771	5	false	false
Dove	CR_11	CR_11_A006	52297871	52397871	1.LR594554.2	14650001	14768682	-	0.44842	6	false	false
Sandgrouse	CR_11	CR_11_A006	52297871	52397871	pri.chr15	10693290	10979111	+	0.8517	2	false	false
Turaco	CR_11	CR_11_A006	52297871	52397871	pri.chr5	8401448	8520458	+	0.5983	7	false	false
Cuckoo	CR_11	CR_11_A006	52297871	52397871	pri.CM030640.1	72124596	72419189	+	0.62217	7	false	false
Stork	CR_11	CR_11_A007	52397871	52497871	pri.CM030196.1	76646562	76870904	+	1	1	false	false
Flamingo	CR_11	CR_11_A007	52397871	52497871	pri.chr4	76687332	76916867	+	1	1	false	false
Dove	CR_11	CR_11_A007	52397871	52497871	1.LR594554.2	14431579	14658372	-	0.69034	2	false	false
Sandgrouse	CR_11	CR_11_A007	52397871	52497871	pri.chr15	10773340	10979111	+	1	1	false	false
Turaco	CR_11	CR_11_A007	52397871	52497871	pri.chr5	8328700	8413214	+	0.63564	8	false	false
Cuckoo	CR_11	CR_11_A007	52397871	52497871	pri.CM030640.1	72208065	72419189	+	1	1	false	false
Stork	CR_11	CR_11_A008	52497871	52597871	pri.CM030196.1	76646562	76944676	+	0.95238	2	false	false
Flamingo	CR_11	CR_11_A008	52497871	52597871	pri.chr4	76687332	77036717	+	0.95176	2	false	false
Dove	CR_11	CR_11_A008	52497871	52597871	1.LR594554.2	14154824	14589536	-	0.9576	2	false	false
Sandgrouse	CR_11	CR_11_A008	52497871	52597871	pri.chr15	10773340	11189612	+	0.95092	2	false	false
Turaco	CR_11	CR_11_A008	52497871	52597871	pri.chr5	8200091	8303498	+	0.60533	6	false	false
Cuckoo	CR_11	CR_11_A008	52497871	52597871	pri.CM030640.1	72208065	72698503	+	0.87279	2	false	false
Stork	CR_11	CR_11_A009	52597871	52697871	pri.CM030196.1	76876200	76990406	+	0.75841	3	false	false
Flamingo	CR_11	CR_11_A009	52597871	52697871	pri.chr4	76922013	77036717	+	0.94724	1	false	false
Dove	CR_11	CR_11_A009	52597871	52697871	1.LR594554.2	14154824	14427175	-	1	1	false	false
Sandgrouse	CR_11	CR_11_A009	52597871	52697871	pri.chr15	10981721	11189612	+	1	1	false	false
Turaco	CR_11	CR_11_A009	52597871	52697871	pri.chr5	8068993	8210185	+	0.29245	4	false	false
Cuckoo	CR_11	CR_11_A009	52597871	52697871	pri.CM030640.1	72430505	72698503	+	1	1	false	false
Stork	CR_11	CR_11_A010	52697871	52797871	pri.CM030196.1	77010537	77117807	+	0.42383	6	false	false
Flamingo	CR_11	CR_11_A010	52697871	52797871	pri.chr4	77056233	77166378	+	0.39296	6	false	false
Dove	CR_11	CR_11_A010	52697871	52797871	1.LR594554.2	14154824	14427175	-	1	1	false	false
Sandgrouse	CR_11	CR_11_A010	52697871	52797871	pri.chr15	10981721	11199028	+	0.94888	2	false	false
Turaco	CR_11	CR_11_A010	52697871	52797871	pri.chr5	7960758	8075525	+	0.40952	6	false	false
Cuckoo	CR_11	CR_11_A010	52697871	52797871	pri.CM030640.1	72430505	72698503	+	1	1	false	false
Stork	CR_11	CR_11_A011	52797871	52897871	pri.CM030196.1	77107628	77229507	+	0.71857	8	false	false
Flamingo	CR_11	CR_11_A011	52797871	52897871	pri.chr4	77156603	77272829	+	0.70946	7	false	false
Dove	CR_11	CR_11_A011	52797871	52897871	1.LR594554.2	14086543	14427175	-	0.86118	6	false	false
Sandgrouse	CR_11	CR_11_A011	52797871	52897871	pri.chr15	11191366	11306509	+	0.67234	8	false	false
Turaco	CR_11	CR_11_A011	52797871	52897871	pri.chr5	7858146	7971330	+	0.81382	9	false	false
Cuckoo	CR_11	CR_11_A011	52797871	52897871	pri.CM030640.1	72430505	72770039	+	0.82669	6	false	false
Stork	CR_11	CR_11_A012	52897871	52997871	pri.CM030196.1	77221584	77333973	+	0.6163	8	false	false
Flamingo	CR_11	CR_11_A012	52897871	52997871	pri.chr4	77264829	77381482	+	0.67719	9	false	false
Dove	CR_11	CR_11_A012	52897871	52997871	1.LR594554.2	13984692	14094415	-	0.57388	8	false	false
Sandgrouse	CR_11	CR_11_A012	52897871	52997871	pri.chr15	11299074	11408638	+	0.6649	9	false	false
Turaco	CR_11	CR_11_A012	52897871	52997871	pri.chr5	7744381	7866032	+	0.62026	9	false	false
Cuckoo	CR_11	CR_11_A012	52897871	52997871	pri.CM030640.1	72762494	72872760	+	0.62764	8	false	false
Stork	CR_11	CR_11_A013	52997871	53097871	pri.CM030196.1	77324799	77414478	+	0.29949	4	false	false
Flamingo	CR_11	CR_11_A013	52997871	53097871	pri.chr4	77372101	77461735	+	0.41251	6	false	false
Dove	CR_11	CR_11_A013	52997871	53097871	1.LR594554.2	13909716	13995510	-	0.36248	5	false	false
Sandgrouse	CR_11	CR_11_A013	52997871	53097871	pri.chr15	11399322	11485017	+	0.39865	6	false	false
Turaco	CR_11	CR_11_A013	52997871	53097871	pri.chr5	7641188	7758627	+	0.28377	3	false	false
Cuckoo	CR_11	CR_11_A013	52997871	53097871	pri.CM030640.1	72863848	72946412	+	0.36531	5	false	false
Stork	CR_11	CR_11_A014	53097871	53197871	pri.CM030196.1	77436730	77536817	+	0.6028	5	false	false
Flamingo	CR_11	CR_11_A014	53097871	53197871	pri.chr4	77482630	77587012	+	0.58384	5	false	false
Dove	CR_11	CR_11_A014	53097871	53197871	1.LR594554.2	13793805	13885685	-	0.54324	5	false	false
Sandgrouse	CR_11	CR_11_A014	53097871	53197871	pri.chr15	11508631	11568494	+	0.32775	3	false	false
Turaco	CR_11	CR_11_A014	53097871	53197871	pri.chr5	7522137	7618274	+	0.57937	5	false	false
Cuckoo	CR_11	CR_11_A014	53097871	53197871	pri.CM030640.1	72966388	73061135	+	0.53663	5	false	false
Stork	CR_11	CR_11_A015	53197871	53297871	pri.CM030196.1	77566299	77654742	+	0.31104	5	false	false
Flamingo	CR_11	CR_11_A015	53197871	53297871	pri.chr4	77615288	77703002	+	0.25875	4	false	false
Dove	CR_11	CR_11_A015	53197871	53297871	1.LR594554.2	13678732	13786364	-	0.29631	6	false	false
Sandgrouse	CR_11	CR_11_A015	53197871	53297871	pri.chr15	11597405	11704083	+	0.34193	5	false	false
Turaco	CR_11	CR_11_A015	53197871	53297871	pri.chr5	7411180	7519806	+	0.3067	5	false	false
Cuckoo	CR_11	CR_11_A015	53197871	53297871	pri.CM030640.1	73063687	73167978	+	0.24592	4	false	false
Stork	CR_11	CR_11_A016	53297871	53397871	pri.CM030196.1	77648868	77746844	+	0.3799	6	false	false
Flamingo	CR_11	CR_11_A016	53297871	53397871	pri.chr4	77697160	77796122	+	0.36887	6	false	false
Dove	CR_11	CR_11_A016	53297871	53397871	1.LR594554.2	13590817	13684447	-	0.43703	6	false	false
Sandgrouse	CR_11	CR_11_A016	53297871	53397871	pri.chr15	11695848	11789572	+	0.35049	6	false	false
Turaco	CR_11	CR_11_A016	53297871	53397871	pri.chr5	7344674	7416977	+	0.31538	5	false	false
Cuckoo	CR_11	CR_11_A016	53297871	53397871	pri.CM030640.1	73162243	73273717	+	0.48884	7	false	false
Stork	CR_11	CR_11_A017	53397871	53497871	pri.CM030196.1	77772861	77894194	+	0.74073	8	false	false
Flamingo	CR_11	CR_11_A017	53397871	53497871	pri.chr4	77821852	77943797	+	0.62237	7	false	false
Dove	CR_11	CR_11_A017	53397871	53497871	1.LR594554.2	13447655	13565555	-	0.50657	5	false	false
Sandgrouse	CR_11	CR_11_A017	53397871	53497871	pri.chr15	11813057	11934302	+	0.69815	7	false	false
Turaco	CR_11	CR_11_A017	53397871	53497871	pri.chr5	7185344	7301501	+	0.68425	7	false	false
Cuckoo	CR_11	CR_11_A017	53397871	53497871	pri.CM030640.1	73287320	73413876	+	0.66291	6	false	false
Stork	CR_11	CR_11_A018	53497871	53597871	pri.CM030196.1	77873679	77988627	+	0.569	6	false	false
Flamingo	CR_11	CR_11_A018	53497871	53597871	pri.chr4	77923357	78039341	+	0.52307	6	false	false
Dove	CR_11	CR_11_A018	53497871	53597871	1.LR594554.2	13353069	13463687	-	0.4935	6	false	false
Sandgrouse	CR_11	CR_11_A018	53497871	53597871	pri.chr15	11916376	12018014	+	0.40217	4	false	false
Turaco	CR_11	CR_11_A018	53497871	53597871	pri.chr5	7070697	7199754	+	0.42036	5	false	false
Cuckoo	CR_11	CR_11_A018	53497871	53597871	pri.CM030640.1	73393020	73505924	+	0.4736	5	false	false
Stork	CR_11	CR_11_A019	53597871	53697871	pri.CM030196.1	78002880	78087579	+	0.32047	5	false	false
Flamingo	CR_11	CR_11_A019	53597871	53697871	pri.chr4	78054819	78148434	+	0.37814	5	false	false
Dove	CR_11	CR_11_A019	53597871	53697871	1.LR594554.2	13254970	13325657	-	0.34275	5	false	false
Sandgrouse	CR_11	CR_11_A019	53597871	53697871	pri.chr15	12032627	12118387	+	0.40445	5	false	false
Turaco	CR_11	CR_11_A019	53597871	53697871	pri.chr5	6963637	7056224	+	0.32139	5	false	false
Cuckoo	CR_11	CR_11_A019	53597871	53697871	pri.CM030640.1	73512431	73598634	+	0.31952	5	false	false
Stork	CR_11	CR_11_A020	53697871	53797871	pri.CM030196.1	78153270	78233108	+	0.33189	5	false	false
Flamingo	CR_11	CR_11_A020	53697871	53797871	pri.chr4	78231185	78285776	+	0.28018	3	false	false
Dove	CR_11	CR_11_A020	53697871	53797871	1.LR594554.2	13144672	13174216	-	0.23745	3	false	false
Sandgrouse	CR_11	CR_11_A020	53697871	53797871	pri.chr15	12191141	12244028	+	0.26582	3	false	false
Turaco	CR_11	CR_11_A020	53697871	53797871					0.19353	3	false	true
Cuckoo	CR_11	CR_11_A020	53697871	53797871	pri.CM030640.1	73673029	73733002	+	0.31708	4	false	false
Stork	CR_11	CR_11_A021	53797871	53897871	pri.CM030196.1	78245737	78362045	+	0.54596	7	false	false
Flamingo	CR_11	CR_11_A021	53797871	53897871	pri.chr4	78314296	78388577	+	0.30347	4	false	false
Dove	CR_11	CR_11_A021	53797871	53897871	1.LR594554.2	13014285	13068317	-	0.26053	3	false	false
Sandgrouse	CR_11	CR_11_A021	53797871	53897871	pri.chr15	12268348	12355859	+	0.42802	6	false	false
Turaco	CR_11	CR_11_A021	53797871	53897871	pri.chr5	6724059	6817482	+	0.38643	4	false	false
Cuckoo	CR_11	CR_11_A021	53797871	53897871	pri.CM030640.1	73740769	73849436	+	0.36206	5	false	false
Stork	CR_11	CR_11_A022	53897871	53997871	pri.CM030196.1	78356832	78474663	+	0.55251	8	false	false
Flamingo	CR_11	CR_11_A022	53897871	53997871	pri.chr4	78420437	78529743	+	0.53037	7	false	false
Dove	CR_11	CR_11_A022	53897871	53997871	1.LR594554.2	12882978	12983769	-	0.36157	5	false	false
Sandgrouse	CR_11	CR_11_A022	53897871	53997871	pri.chr15	12350741	12452787	+	0.61378	9	false	false
Turaco	CR_11	CR_11_A022	53897871	53997871	pri.chr5	6588160	6692177	+	0.52654	7	false	false
Cuckoo	CR_11	CR_11_A022	53897871	53997871	pri.CM030640.1	73844212	73966181	+	0.53783	8	false	false
Stork	CR_11	CR_11_A023	53997871	54097871	pri.CM030196.1	78485752	78597340	+	0.55888	8	false	false
Flamingo	CR_11	CR_11_A023	53997871	54097871	pri.chr4	78540886	78636866	+	0.52524	7	false	false
Dove	CR_11	CR_11_A023	53997871	54097871					0.13029	2	false	true
Sandgrouse	CR_11	CR_11_A023	53997871	54097871					0.16595	1	false	true
Turaco	CR_11	CR_11_A023	53997871	54097871	pri.chr5	6519671	6581430	+	0.34424	4	false	false
Cuckoo	CR_11	CR_11_A023	53997871	54097871	pri.CM030640.1	73977081	74060990	+	0.31503	3	false	false
Stork	CR_11	CR_11_A024	54097871	54197871	pri.CM030196.1	78618567	78692352	+	0.41928	4	false	false
Flamingo	CR_11	CR_11_A024	54097871	54197871	pri.chr4	78655852	78730781	+	0.34847	3	false	false
Dove	CR_11	CR_11_A024	54097871	54197871	1.LR594554.2	12669814	12741883	-	0.39727	4	false	false
Sandgrouse	CR_11	CR_11_A024	54097871	54197871	pri.chr15	12512485	12578886	+	0.41946	4	false	false
Turaco	CR_11	CR_11_A024	54097871	54197871	pri.chr5	6431355	6503005	+	0.37467	4	false	false
Cuckoo	CR_11	CR_11_A024	54097871	54197871	pri.CM030640.1	74046001	74137740	+	0.38965	5	false	false
Stork	CR_11	CR_11_A025	54197871	54297871	pri.CM030196.1	78724712	78832804	+	0.62989	8	false	false
Flamingo	CR_11	CR_11_A025	54197871	54297871	pri.chr4	78763567	78866096	+	0.63037	8	false	false
Dove	CR_11	CR_11_A025	54197871	54297871	1.LR594554.2	12538929	12610728	-	0.48748	6	false	false
Sandgrouse	CR_11	CR_11_A025	54197871	54297871	pri.chr15	12609018	12686546	+	0.4546	6	false	false
Turaco	CR_11	CR_11_A025	54197871	54297871	pri.chr5	6300982	6399155	+	0.60016	8	false	false
Cuckoo	CR_11	CR_11_A025	54197871	54297871	pri.CM030640.1	74169321	74261594	+	0.52199	6	false	false
Stork	CR_11	CR_11_A026	54297871	54397871	pri.CM030196.1	78864899	78939302	+	0.50733	5	false	false
Flamingo	CR_11	CR_11_A026	54297871	54397871	pri.chr4	78900600	78968363	+	0.41772	5	false	false
Dove	CR_11	CR_11_A026	54297871	54397871					0.145	2	false	true
Sandgrouse	CR_11	CR_11_A026	54297871	54397871	pri.chr15	12714054	12786358	+	0.53031	5	false	false
Turaco	CR_11	CR_11_A026	54297871	54397871	pri.chr5	6196895	6253401	+	0.28158	3	false	false
Cuckoo	CR_11	CR_11_A026	54297871	54397871	pri.CM030640.1	74296074	74363893	+	0.45375	4	false	false
Stork	CR_11	CR_11_A027	54397871	54497871	pri.CM030196.1	78972286	79071943	+	0.43894	5	false	false
Flamingo	CR_11	CR_11_A027	54397871	54497871	pri.chr4	78996783	79100964	+	0.4915	6	false	false
Dove	CR_11	CR_11_A027	54397871	54497871	1.LR594554.2	12248744	12382919	-	0.37885	4	false	false
Sandgrouse	CR_11	CR_11_A027	54397871	54497871	pri.chr15	12806050	12899193	+	0.48711	6	false	false
Turaco	CR_11	CR_11_A027	54397871	54497871	pri.chr5	6022156	6176474	+	0.72855	4	false	false
Cuckoo	CR_11	CR_11_A027	54397871	54497871	pri.CM030640.1	74387360	74481184	+	0.35718	3	false	false
Stork	CR_11	CR_11_A028	54497871	54597871	pri.CM030196.1	79056969	79185115	+	0.37803	6	false	false
Flamingo	CR_11	CR_11_A028	54497871	54597871	pri.chr4	79085043	79219190	+	0.31553	5	false	false
Dove	CR_11	CR_11_A028	54497871	54597871	1.LR594554.2	12143772	12243272	-	0.38475	5	false	false
Sandgrouse	CR_11	CR_11_A028	54497871	54597871	pri.chr15	12903091	12988782	+	0.41845	5	false	false
Turaco	CR_11	CR_11_A028	54497871	54597871	pri.chr5	5966240	6128869	+	0.63856	3	false	false
Cuckoo	CR_11	CR_11_A028	54497871	54597871	pri.CM030640.1	74466365	74585988	+	0.36064	5	false	false
Stork	CR_11	CR_11_A029	54597871	54697871	pri.CM030196.1	79176577	79313085	+	0.72765	11	false	false
Flamingo	CR_11	CR_11_A029	54597871	54697871	pri.chr4	79210650	79325801	+	0.59568	9	false	false
Dove	CR_11	CR_11_A029	54597871	54697871	1.LR594554.2	12038692	12141062	-	0.56839	9	false	false
Sandgrouse	CR_11	CR_11_A029	54597871	54697871	pri.chr15	12989963	13081679	+	0.57843	7	false	false
Turaco	CR_11	CR_11_A029	54597871	54697871	pri.chr5	5853109	5974703	+	0.67718	11	false	false
Cuckoo	CR_11	CR_11_A029	54597871	54697871	pri.CM030640.1	74577066	74702804	+	0.6511	9	false	false
Stork	CR_11	CR_11_A030	54697871	54797871	pri.CM030196.1	79288909	79399504	+	0.78271	6	false	false
Flamingo	CR_11	CR_11_A030	54697871	54797871	pri.chr4	79318688	79433086	+	0.72802	7	false	false
Dove	CR_11	CR_11_A030	54697871	54797871	1.LR594554.2	11947413	12046057	-	0.64117	6	false	false
Sandgrouse	CR_11	CR_11_A030	54697871	54797871	pri.chr15	13086230	13182716	+	0.64921	6	false	false
Turaco	CR_11	CR_11_A030	54697871	54797871	pri.chr5	5760497	5870393	+	0.71966	7	false	false
Cuckoo	CR_11	CR_11_A030	54697871	54797871	pri.CM030640.1	74681407	74787544	+	0.67089	6	false	false
Stork	CR_11	CR_11_A031	54797871	54897871	pri.CM030196.1	79416706	79519218	+	0.50853	6	false	false
Flamingo	CR_11	CR_11_A031	54797871	54897871	pri.chr4	79418363	79539519	+	0.51774	7	false	false
Dove	CR_11	CR_11_A031	54797871	54897871	1.LR594554.2	11842217	11928832	-	0.37498	4	false	false
Sandgrouse	CR_11	CR_11_A031	54797871	54897871	pri.chr15	13199871	13284616	+	0.48138	6	false	false
Turaco	CR_11	CR_11_A031	54797871	54897871	pri.chr5	5649883	5743597	+	0.48507	5	false	false
Cuckoo	CR_11	CR_11_A031	54797871	54897871	pri.CM030640.1	74804835	74898972	+	0.45857	5	false	false
Stork	CR_11	CR_11_A032	54897871	54997871	pri.CM030196.1	79506555	79617082	+	0.7751	10	false	false
Flamingo	CR_11	CR_11_A032	54897871	54997871	pri.chr4	79526952	79635718	+	0.78251	10	false	false
Dove	CR_11	CR_11_A032	54897871	54997871	1.LR594554.2	11709757	11848164	-	0.72909	10	false	false
Sandgrouse	CR_11	CR_11_A032	54897871	54997871	pri.chr15	13272093	13375208	+	0.69716	7	false	false
Turaco	CR_11	CR_11_A032	54897871	54997871	pri.chr5	5445584	5665497	+	0.68908	9	false	false
Cuckoo	CR_11	CR_11_A032	54897871	54997871	pri.CM030640.1	74884426	74985802	+	0.79025	9	false	false
Stork	CR_11	CR_11_A033	54997871	55097871	pri.CM030196.1	79628600	79739218	+	0.55614	8	false	false
Flamingo	CR_11	CR_11_A033	54997871	55097871	pri.chr4	79648928	79759330	+	0.56976	8	false	false
Dove	CR_11	CR_11_A033	54997871	55097871	1.LR594554.2	11562252	11686928	-	0.42035	6	false	false
Sandgrouse	CR_11	CR_11_A033	54997871	55097871	pri.chr15	13385195	13488117	+	0.4554	7	false	false
Turaco	CR_11	CR_11_A033	54997871	55097871	pri.chr5	5330594	5424024	+	0.5046	7	false	false
Cuckoo	CR_11	CR_11_A033	54997871	55097871	pri.CM030640.1	74993714	75095787	+	0.58777	8	false	false
Stork	CR_11	CR_11_A034	55097871	55197871	pri.CM030196.1	79730456	79812475	+	0.48615	4	false	false
Flamingo	CR_11	CR_11_A034	55097871	55197871	pri.chr4	79749790	79833311	+	0.48596	4	false	false
Dove	CR_11	CR_11_A034	55097871	55197871	1.LR594554.2	11518614	11570990	-	0.46637	4	false	false
Sandgrouse	CR_11	CR_11_A034	55097871	55197871	pri.chr15	13481185	13531334	+	0.35752	3	false	false
Turaco	CR_11	CR_11_A034	55097871	55197871	pri.chr5	5233252	5338511	+	0.50985	5	false	false
Cuckoo	CR_11	CR_11_A034	55097871	55197871	pri.CM030640.1	75086597	75191754	+	0.52612	5	false	false
Stork	CR_11	CR_11_A035	55197871	55297871	pri.CM030196.1	79843085	79945553	+	0.56575	8	false	false
Flamingo	CR_11	CR_11_A035	55197871	55297871	pri.chr4	79862614	79963565	+	0.39848	6	false	false
Dove	CR_11	CR_11_A035	55197871	55297871	1.LR594554.2	11369349	11455948	-	0.35779	5	false	false
Sandgrouse	CR_11	CR_11_A035	55197871	55297871	pri.chr15	13582764	13669177	+	0.40138	5	false	false
Turaco	CR_11	CR_11_A035	55197871	55297871	pri.chr5	5130646	5239579	+	0.42891	7	false	false
Cuckoo	CR_11	CR_11_A035	55197871	55297871	pri.CM030640.1	75185882	75283358	+	0.47067	7	false	false
Stork	CR_11	CR_11_A036	55297871	55397871	pri.CM030196.1	79954766	80073192	+	0.53377	7	false	false
Flamingo	CR_11	CR_11_A036	55297871	55397871	pri.chr4	79982268	80086733	+	0.40232	5	false	false
Dove	CR_11	CR_11_A036	55297871	55397871	1.LR594554.2	11251640	11354260	-	0.30183	4	false	false
Sandgrouse	CR_11	CR_11_A036	55297871	55397871					0.19304	2	false	true
Turaco	CR_11	CR_11_A036	55297871	55397871	pri.chr5	4685054	5115334	+	0.44386	5	false	false
Cuckoo	CR_11	CR_11_A036	55297871	55397871	pri.CM030640.1	75291245	75381734	+	0.39822	5	false	false
Stork	CR_11	CR_11_A037	55397871	55497871					0.17653	3	false	true
Flamingo	CR_11	CR_11_A037	55397871	55497871					0.18185	3	false	true
Dove	CR_11	CR_11_A037	55397871	55497871	1.LR594554.2	11124130	11257802	-	0.23417	4	false	false
Sandgrouse	CR_11	CR_11_A037	55397871	55497871					0.04345	1	false	true
Turaco	CR_11	CR_11_A037	55397871	55497871					0.12982	2	false	true
Cuckoo	CR_11	CR_11_A037	55397871	55497871					0.07601	1	false	true
Stork	CR_11	CR_11_A038	55497871	55597871	pri.CM030196.1	80261422	80350786	+	0.20261	4	false	false
Flamingo	CR_11	CR_11_A038	55497871	55597871	pri.chr4	80273234	80370608	+	0.23355	4	false	false
Dove	CR_11	CR_11_A038	55497871	55597871					0	0	false	true
Sandgrouse	CR_11	CR_11_A038	55497871	55597871					0.13677	3	false	true
Turaco	CR_11	CR_11_A038	55497871	55597871	pri.chr5	4772435	4843774	+	0.24417	4	false	false
Cuckoo	CR_11	CR_11_A038	55497871	55597871					0.16111	3	false	true
Stork	CR_11	CR_11_A039	55597871	55697871	pri.CM030196.1	80340514	80421231	+	0.25221	3	false	false
Flamingo	CR_11	CR_11_A039	55597871	55697871	pri.chr4	80356702	80453476	+	0.34549	4	false	false
